38809000,0.1022,0,2023-05-04 16:52:50
38808000,0.0603,0,2023-05-04 16:52:50
38807000,0.0053,0,2023-05-04 16:52:50
38805000,0.1846,0,2023-05-04 16:52:50
38804000,0.0478,0,2023-05-04 16:52:50
38822000,0.0014,1,2023-05-04 16:52:50
38823000,0.0876,1,2023-05-04 16:52:50
38824000,0.078,1,2023-05-04 16:52:50
38825000,0.062,1,2023-05-04 16:52:50
38826000,0.0433,1,2023-05-04 16:52:50
38809000,0.0072,0,2023-05-04 16:52:55
38808000,0.0603,0,2023-05-04 16:52:55
38807000,0.0893,0,2023-05-04 16:52:55
38805000,0.1846,0,2023-05-04 16:52:55
38803000,0.0473,0,2023-05-04 16:52:55
38820000,0.0077,1,2023-05-04 16:52:55
38822000,0.0014,1,2023-05-04 16:52:55
38823000,0.0876,1,2023-05-04 16:52:55
38824000,0.078,1,2023-05-04 16:52:55
38825000,0.062,1,2023-05-04 16:52:55
38790000,0.09,0,2023-05-04 17:18:08
38789000,0.1002,0,2023-05-04 17:18:08
38788000,0.2035,0,2023-05-04 17:18:08
38787000,0.1007,0,2023-05-04 17:18:08
38784000,0.0591,0,2023-05-04 17:18:08
38801000,0.0054,1,2023-05-04 17:18:08
38802000,0.0361,1,2023-05-04 17:18:08
38803000,0.1587,1,2023-05-04 17:18:08
38804000,0.0678,1,2023-05-04 17:18:08
38805000,0.1011,1,2023-05-04 17:18:08
38790000,0.0951,0,2023-05-04 17:18:13
38789000,0.0052,0,2023-05-04 17:18:13
38788000,0.2035,0,2023-05-04 17:18:13
38787000,0.1007,0,2023-05-04 17:18:13
38784000,0.0591,0,2023-05-04 17:18:13
38802000,0.0361,1,2023-05-04 17:18:13
38803000,0.1587,1,2023-05-04 17:18:13
38804000,0.0678,1,2023-05-04 17:18:13
38805000,0.1011,1,2023-05-04 17:18:13
38809000,0.0483,1,2023-05-04 17:18:13
38810000,0.0852,0,2023-05-04 17:20:19
38809000,0.0398,0,2023-05-04 17:20:19
38807000,0.0678,0,2023-05-04 17:20:19
38806000,0.1643,0,2023-05-04 17:20:19
38805000,0.3598,0,2023-05-04 17:20:19
38819000,0.0441,1,2023-05-04 17:20:19
38823000,0.1013,1,2023-05-04 17:20:19
38826000,0.0695,1,2023-05-04 17:20:19
38828000,1.262,1,2023-05-04 17:20:19
38829000,0.0453,1,2023-05-04 17:20:19
38815000,0.0608,0,2023-05-04 17:20:20
38814000,0.0862,0,2023-05-04 17:20:20
38812000,0.0402,0,2023-05-04 17:20:20
38811000,0.0863,0,2023-05-04 17:20:20
38810000,0.1501,0,2023-05-04 17:20:20
38826000,0.0695,1,2023-05-04 17:20:20
38827000,0.0837,1,2023-05-04 17:20:20
38828000,0.0393,1,2023-05-04 17:20:20
38829000,0.0453,1,2023-05-04 17:20:20
38831000,0.1189,1,2023-05-04 17:20:20
38815000,0.0608,0,2023-05-04 17:20:21
38814000,0.0862,0,2023-05-04 17:20:21
38812000,0.0402,0,2023-05-04 17:20:21
38811000,0.0863,0,2023-05-04 17:20:21
38810000,0.1501,0,2023-05-04 17:20:21
38826000,0.019,1,2023-05-04 17:20:21
38827000,0.0837,1,2023-05-04 17:20:21
38828000,0.0393,1,2023-05-04 17:20:21
38829000,0.0453,1,2023-05-04 17:20:21
38831000,0.1189,1,2023-05-04 17:20:21
38820000,0.1309,0,2023-05-04 17:20:23
38815000,0.0608,0,2023-05-04 17:20:23
38814000,0.0862,0,2023-05-04 17:20:23
38812000,0.0402,0,2023-05-04 17:20:23
38811000,0.0863,0,2023-05-04 17:20:23
38827000,0.0837,1,2023-05-04 17:20:23
38828000,0.0393,1,2023-05-04 17:20:23
38829000,0.0453,1,2023-05-04 17:20:23
38831000,0.1189,1,2023-05-04 17:20:23
38832000,0.0874,1,2023-05-04 17:20:23
38816000,0.0544,0,2023-05-04 17:20:24
38815000,0.0608,0,2023-05-04 17:20:24
38814000,0.0862,0,2023-05-04 17:20:24
38812000,0.0402,0,2023-05-04 17:20:24
38811000,0.0863,0,2023-05-04 17:20:24
38820000,0.0087,1,2023-05-04 17:20:24
38828000,0.126,1,2023-05-04 17:20:24
38829000,0.0453,1,2023-05-04 17:20:24
38831000,0.1189,1,2023-05-04 17:20:24
38832000,0.1061,1,2023-05-04 17:20:24
38816000,0.0544,0,2023-05-04 17:20:25
38815000,0.0616,0,2023-05-04 17:20:25
38814000,0.0862,0,2023-05-04 17:20:25
38812000,0.0402,0,2023-05-04 17:20:25
38811000,0.0863,0,2023-05-04 17:20:25
38828000,0.126,1,2023-05-04 17:20:25
38829000,0.0453,1,2023-05-04 17:20:25
38831000,0.1189,1,2023-05-04 17:20:25
38832000,0.1061,1,2023-05-04 17:20:25
38833000,0.0145,1,2023-05-04 17:20:25
38816000,0.0544,0,2023-05-04 17:20:26
38815000,0.0616,0,2023-05-04 17:20:26
38814000,0.0862,0,2023-05-04 17:20:26
38812000,0.0402,0,2023-05-04 17:20:26
38811000,0.0863,0,2023-05-04 17:20:26
38828000,0.126,1,2023-05-04 17:20:26
38829000,0.0453,1,2023-05-04 17:20:26
38831000,0.1189,1,2023-05-04 17:20:26
38832000,0.1061,1,2023-05-04 17:20:26
38833000,0.0145,1,2023-05-04 17:20:26
38816000,0.0544,0,2023-05-04 17:20:27
38815000,0.0616,0,2023-05-04 17:20:27
38814000,0.0862,0,2023-05-04 17:20:27
38812000,0.0402,0,2023-05-04 17:20:27
38811000,0.0863,0,2023-05-04 17:20:27
38828000,0.04,1,2023-05-04 17:20:27
38829000,0.0453,1,2023-05-04 17:20:27
38831000,0.1189,1,2023-05-04 17:20:27
38832000,0.1061,1,2023-05-04 17:20:27
38833000,0.0145,1,2023-05-04 17:20:27
38816000,0.0544,0,2023-05-04 17:20:28
38815000,0.0616,0,2023-05-04 17:20:28
38814000,0.0862,0,2023-05-04 17:20:28
38812000,0.0402,0,2023-05-04 17:20:28
38811000,0.0863,0,2023-05-04 17:20:28
38828000,0.04,1,2023-05-04 17:20:28
38829000,0.0453,1,2023-05-04 17:20:28
38831000,0.1189,1,2023-05-04 17:20:28
38832000,0.1061,1,2023-05-04 17:20:28
38833000,0.0145,1,2023-05-04 17:20:28
38816000,0.0544,0,2023-05-04 17:20:29
38815000,0.0616,0,2023-05-04 17:20:29
38814000,0.0862,0,2023-05-04 17:20:29
38812000,0.0402,0,2023-05-04 17:20:29
38811000,0.0863,0,2023-05-04 17:20:29
38828000,0.0097,1,2023-05-04 17:20:29
38829000,0.0453,1,2023-05-04 17:20:29
38831000,0.1189,1,2023-05-04 17:20:29
38832000,0.1061,1,2023-05-04 17:20:29
38833000,0.0145,1,2023-05-04 17:20:29
